unit,street,city,state,postal,country,property value,existing mortgage amount
551,40 San Juan Dr,East Lansing,48823,MI ,US,266688045,215583944
12,947 Liberty Dr,Brighton,02135,MA ,US,21373876,7030512
,577 Sherwood Street,Oak Ridge,37830,TN ,US,159799182,118670925
328,7310 West Kingston St,Shrewsbury,01545,MA ,US,232421392,172690209
771,9877 S. Summerhouse Street,Dedham,02026,MA ,US,160988172,5838492
156,8710 W. Buckingham Ave,Fernandina Beach,32034,FL ,US,50279227,5497034
,7633 Vale Street,Ponte Vedra Beach,32082,FL ,US,83986599,50704757
399,58 NW. Ketch Harbour St,Stevens Point,54481,WI ,US,216942341,34576641
,612 East Cactus Ave,Macomb,48042,MI ,US,142469140,98139670
816,891 Hall Court,Berwyn,60402,IL ,US,193614486,18270571
558,408 Kingston Road,Elizabethtown,17022,PA ,US,75095634,47157408
,444 Silver Spear Street,Moncks Corner,29461,SC ,US,56914901,47034011
4,67 Magnolia Ave,Opa Locka,33054,FL ,US,130035437,18154748
,72 Buttonwood Dr,Sheboygan,53081,WI ,US,149641553,99210292
,880 Greystone Drive,Bradenton,34203,FL ,US,164918764,70561336
,1 Trenton Lane,Gibsonia,15044,PA ,US,104263034,45380917
143,804 Randall Mill Ave,Eau Claire,54701,WI ,US,157047474,32119801
534,67 N. Hartford St,Dacula,30019,GA ,US,190465784,163030214
346,8 Tallwood Lane,Brainerd,56401,MN ,US,28324622,8119989
,8935 Oak Meadow Rd,El Paso,79930,TX ,US,278851767,35194246
122,324 Cobblestone Road,Boca Raton,33428,FL ,US,54444542,16204348
156,8425 Miles Street,Edison,08817,NJ ,US,185873918,98132076
,8 Bohemia Ave,Ephrata,17522,PA ,US,140110578,71610803
91,9648 Ann St,South Plainfield,07080,NJ ,US,136908097,4419426
,96 Paris Hill Rd,Rockaway,07866,NJ ,US,36378848,17073606
966,8027 Tanglewood Ave,Manahawkin,08050,NJ ,US,118575129,98559973
,66 Trout Ave,Phoenixville,19460,PA ,US,207852316,57560336
,753 Valley St,Ann Arbor,48103,MI ,US,14452308,9675533
330,93 Valley Street,Midland,48640,MI ,US,36989078,5698570
,311 Victoria St,Savage,55378,MN ,US,224259151,111742605
406,9339 Rose Lane,Melbourne,32904,FL ,US,33162061,25154009
,351 Mayflower Avenue,Wheeling,26003,WV ,US,109259848,27915161
990,31 Elm St,Woodhaven,11421,NY ,US,254166016,173225969
,9768 N. Green Hill Avenue,Hastings,55033,MN ,US,213033900,137499459
,7429 Paris Hill Ave,Asbury Park,07712,NJ ,US,122913776,73956799
507,62 E. Charles Dr,Easton,18042,PA ,US,293357792,254293769
813,917 Willow Rd,Defiance,43512,OH ,US,164379405,130804353
350,9100 Schoolhouse St,San Lorenzo,94580,CA ,US,223837579,196515904
,187 Summerhouse Ave,Streamwood,60107,IL ,US,49760722,12079984
,78 Strawberry St,Westford,01886,MA ,US,246884102,213793986
697,7163 Somerset Rd,Port Charlotte,33952,FL ,US,153001016,27695273
,7277 Lake Forest Lane,Brentwood,11717,NY ,US,21985121,15322389
692,32 E. Vernon Ave,Franklin,02038,MA ,US,123783931,97725956
,48 Valley Drive,Bardstown,40004,KY ,US,36352695,14349341
,38 W. Lees Creek Dr,Billings,59101,MT ,US,167085272,92068629
646,57 Manor Station Ave,Fort Worth,76110,TX ,US,43448103,19875778
973,838 Bedford Drive,Delaware,43015,OH ,US,239961707,185854215
152,645 North Newcastle St,Glen Burnie,21060,MD ,US,39748859,25224244
,952 N. Lincoln Road,Lockport,14094,NY ,US,263651771,224513652
587,50 Wentworth Street,Ontario,91762,CA ,US,14023595,5978839
,7350 W. Bowman Street,Deland,32720,FL ,US,179921781,15631758
,71 NW. Indian Spring Ave,Palm Bay,32907,FL ,US,172219212,41039638
307,682 Summerhouse St,Deer Park,11729,NY ,US,97890929,7429066
,885 E. Studebaker St,La Vergne,37086,TN ,US,247660763,191938075
838,623 Lakewood St,Dyersburg,38024,TN ,US,119021431,80771245
662,9898 Lancaster Drive,Upper Marlboro,20772,MD ,US,30096398,3157155
,9248 Sycamore St,Merrimack,03054,NH ,US,2933075,2525576
680,8747 Ketch Harbour St,Newtown,18940,PA ,US,297843261,36681395
915,75 West Redwood St,Kennesaw,30144,GA ,US,182966693,1748221
,645 Pumpkin Hill Street,Harlingen,78552,TX ,US,116684536,88475556
875,9064 Piper St,East Haven,06512,CT ,US,229414669,59436084
932,8988 Shirley Street,Helotes,78023,TX ,US,37620793,14224405
,7938 Sycamore St,Oshkosh,54901,WI ,US,183830884,96022419
721,8110 Elm St,Kennewick,99337,WA ,US,188090426,49621670
,7 Indian Summer Street,Nazareth,18064,PA ,US,135379907,38279728
,3 Edgemont St,Westlake,44145,OH ,US,159131955,110370751
,8155 Sierra Dr,Central Islip,11722,NY ,US,49420756,30108677
590,547 South Summerhouse St,Gloucester,01930,MA ,US,128303256,39986592
615,7511 Old St Paul Ave,Lumberton,28358,NC ,US,22979371,17657726
,9697 N. Walnutwood Dr,Piscataway,08854,NJ ,US,52852696,10267167
,429 Race St,Sterling Heights,48310,MI ,US,55400027,15949841
173,905 Pendergast Lane,Mocksville,27028,NC ,US,283027623,184158429
,1 Acacia Street,New Bedford,02740,MA ,US,274886048,234668813
862,82 Eagle Street,Flint,48504,MI ,US,239749694,22454177
,447 South Fairview Dr,Owatonna,55060,MN ,US,44736626,5117386
,7582 Prairie St,Lincoln,68506,NE ,US,1361097,1097429
130,7030 Cedar Lane,Mount Laurel,08054,NJ ,US,50721919,16998368
,7014 Bow Ridge Street,New Haven,06511,CT ,US,261308089,119931136
,7478 Green Lake Drive,Ashburn,20147,VA ,US,285779752,159648089
,55 Thorne Drive,Dyersburg,38024,TN ,US,243739171,81443383
,8849 Bay Meadows St,Tullahoma,37388,TN ,US,173130523,24531685
943,7 Park St,Beachwood,44122,OH ,US,113232801,53600386
,8690 Wall St,Manahawkin,08050,NJ ,US,134823618,46372750
363,5 East Second Ave,Reisterstown,21136,MD ,US,21449678,9332231
411,915 Spruce Drive,Valley Stream,11580,NY ,US,285982317,122528807
955,884 Deerfield Ave,Passaic,07055,NJ ,US,148208427,66587880
,7325 Rock Maple St,Tucker,30084,GA ,US,19805708,7446658
619,8915 Ramblewood Street,Newnan,30263,GA ,US,280778288,177125986
74,87 Thorne Court,Rosemount,55068,MN ,US,83314960,19175203
,7287 Market Ave,Starkville,39759,MS ,US,152910359,5990248
218,9300 Highland Dr,Logansport,46947,IN ,US,203636007,127858891
,726 E. Annadale Ave,Selden,11784,NY ,US,260010397,12775800
,22 Joy Ridge Dr,Riverdale,30274,GA ,US,160502000,20393215
204,14 Plymouth Street,Bethel Park,15102,PA ,US,77988206,33359045
944,103 Mayflower Ave,Nottingham,21236,MD ,US,203738647,150253863
,180 E. Lafayette Court,Fresno,93706,CA ,US,233628089,32392014
,8971 Maple St,Latrobe,15650,PA ,US,229325883,156211763
,70 Howard Drive,Carlisle,17013,PA ,US,54997199,44161930
178,40 Lancaster St,Rahway,07065,NJ ,US,9841202,3921749
,43 Brickell Dr,Littleton,80123,CO ,US,139293362,99562989
542,30 Miles Drive,Kennewick,99337,WA ,US,149823130,83901453
769,806 Applegate Ave,Charlotte,28205,NC ,US,204398735,22828406
733,67 Division Ave,Milton,02186,MA ,US,148753161,122561426
,367 East Center Ave,Montclair,07042,NJ ,US,204444029,53461616
,32 Winchester Street,New Baltimore,48047,MI ,US,136047331,73442377
70,25 Ryan Ave,Port Charlotte,33952,FL ,US,277570976,35848835
630,924 Richardson Street,Fairfield,06824,CT ,US,103949649,90346451
898,191 E. Garfield Road,Mcallen,78501,TX ,US,72268495,58567417
415,39 Strawberry Street,Hammonton,08037,NJ ,US,208634568,118116122
,8475 Alton Ave,Durham,27703,NC ,US,182874321,75274908
228,500 Myrtle St,Miami Gardens,33056,FL ,US,131906191,114089774
668,23 Saxon Dr,New York,10002,NY ,US,298269125,158000263
850,6 Oakland Street,Shelbyville,37160,TN ,US,102638133,36678913
210,308 Newcastle Street,Chelsea,02150,MA ,US,73211955,31314877
,28 Saxton Drive,Nanuet,10954,NY ,US,121217173,48860680
312,794 Shipley St,Chelmsford,01824,MA ,US,230834791,161721669
343,65 Homestead Street,Jackson Heights,11372,NY ,US,103361865,40908251
,22 Berkshire Court,Liverpool,13090,NY ,US,19162012,9255152
549,8166 Gainsway Street,Covington,30014,GA ,US,75351745,11955415
,7897 County Drive,Chapel Hill,27516,NC ,US,54716105,5777163
103,11 Livingston Street,Mesa,85203,AZ ,US,86545186,14650507
364,62 Beacon Drive,Egg Harbor Township,08234,NJ ,US,154016294,46994995
986,7 Pilgrim Lane,Malden,02148,MA ,US,218367347,32756388
,70 South Heather Rd,Somerset,08873,NJ ,US,162201108,8818989
,44 East Miller Street,Saint Johns,32259,FL ,US,14444444,7766960
,6 Thatcher Street,Hobart,46342,IN ,US,110073249,62728288
,69 Sheffield Drive,Tupelo,38801,MS ,US,259471248,205458096
734,135 East Tallwood Lane,Clearwater,33756,FL ,US,196289332,105942917
,308 Halifax Street,Pawtucket,02860,RI ,US,204866534,138474232
24,9990 Proctor Street,Hoffman Estates,60169,IL ,US,206462598,142969752
451,9866 Boston St,Ocoee,34761,FL ,US,108825514,27762685
254,423 Peg Shop St,Bridgeport,06606,CT ,US,264792933,88474720
509,9795 Old York St,Chardon,44024,OH ,US,247001324,161345035
79,7938 Sycamore St,Oshkosh,54901,WI ,US,183830884,96022419
,80 Rockville St,Palmetto,34221,FL ,US,246801339,66558670
612,971 Santa Clara St,Suwanee,30024,GA ,US,249810245,131323822
540,9890 Foster St,Warner Robins,31088,GA ,US,253773459,164539224
,9811 South San Carlos St,Mc Lean,22101,VA ,US,194967919,105204592
,700 Thorne Rd,Deerfield Beach,33442,FL ,US,173767127,119003455
465,88 Lakeshore Lane,West Bloomfield,48322,MI ,US,175278386,33656936
,86 Court St,Brandon,33510,FL ,US,117243801,8681917
,8270 Hamilton St,Ottawa,61350,IL ,US,205878002,65731314
141,7923 South Bayport St,Hempstead,11550,NY ,US,38114678,31491223
197,7892 Manchester St,New Bedford,02740,MA ,US,225672463,62180198
,396 Boston Ave,Phillipsburg,08865,NJ ,US,112801682,6598574
564,900 Whitemarsh Dr,Irmo,29063,SC ,US,237028238,158377636
,7852 N. Wood Ave,Granger,46530,IN ,US,79387047,19222090
,365 Pearl St,North Miami Beach,33160,FL ,US,201331712,33821282
,905 Pendergast Lane,Mocksville,27028,NC ,US,283027623,184158429
138,346 W. Franklin Dr,Franklin,02038,MA ,US,164506344,15869447
439,7624 St Margarets St,Winchester,22601,VA ,US,113539076,78101136
982,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
896,862 Coffee St,Anaheim,92806,CA ,US,5967193,894189
147,326 Birch Hill Rd,Southgate,48195,MI ,US,208434737,63396613
,7 Bellevue St,Grand Island,68801,NE ,US,159796765,30197224
210,8471 Gates Ave,Bethlehem,18015,PA ,US,183728897,143176108
,155 N. Bald Hill Street,Saugus,01906,MA ,US,3167336,1619337
828,7504 Foster Drive,Severn,21144,MD ,US,280132965,180936401
574,10 Arnold Ave,Warminster,18974,PA ,US,76158559,62146983
337,955 Madison Dr,Bloomington,47401,IN ,US,78981655,21206885
,471 Johnson Street,Camas,98607,WA ,US,74181619,5811925
92,7 South William Drive,Mokena,60448,IL ,US,245683068,20447380
281,7614 Helen Lane,Flowery Branch,30542,GA ,US,81102652,41710605
397,778 Grand Ave,Carol Stream,60188,IL ,US,39796398,24690281
172,4 N. Marvon Street,Brownsburg,46112,IN ,US,28737711,23718666
825,7124 Beaver Ridge Street,El Paso,79930,TX ,US,235956489,51685402
,8206 Vermont Ave,Fresno,93706,CA ,US,107322252,87929057
66,332 Holly St,Andover,01810,MA ,US,156785376,52261739
,7104 Spring Rd,Millington,38053,TN ,US,55773832,25100092
781,9267 Bowman St,Mcdonough,30252,GA ,US,38118550,9677193
816,7014 Briarwood Road,Lake Zurich,60047,IL ,US,42425463,27006216
573,15 South Oak Street,Phillipsburg,08865,NJ ,US,219378031,170703915
438,9645 Pineknoll Ave,South El Monte,91733,CA ,US,18405650,2663607
,766 Main St,Bellmore,11710,NY ,US,220747915,26881233
901,72 Selby Dr,Brookfield,53045,WI ,US,90705811,37945366
,918 Williams Ave,Easton,18042,PA ,US,55239300,49642936
,814 North Hanover Ave,Ocean Springs,39564,MS ,US,32366552,26983012
,9436 Durham Street,Moorhead,56560,MN ,US,161105030,105284819
,4 Prairie Drive,Manchester Township,08759,NJ ,US,109577075,80380423
,859 Shady Drive,New Haven,06511,CT ,US,216802171,26059543
113,8 Pin Oak Avenue,Huntsville,35803,AL ,US,42403159,26761274
314,718 Paris Hill Dr,Lemont,60439,IL ,US,40270579,20554982
,907 Hudson Street,Clarkston,48348,MI ,US,5115163,923181
906,2 Howard Ave,Minot,58701,ND ,US,62219534,40566559
274,9511 East Bridle Ave,Caldwell,07006,NJ ,US,69879647,1203662
587,642 San Pablo St,Cranston,02920,RI ,US,251639433,198516953
818,7083 Brown Street,Appleton,54911,WI ,US,117327946,8058578
343,7697 Redwood Street,Romeoville,60446,IL ,US,256137572,97316800
598,9990 Proctor Street,Hoffman Estates,60169,IL ,US,206462598,142969752
364,9895 Academy Ave,Hollis,11423,NY ,US,209507987,17932563
885,7105 Annadale Street,Hickory,28601,NC ,US,98374459,49155286
,5 White Rd,Vernon Rockville,06066,CT ,US,174145062,22045441
280,868 Trout Street,Fredericksburg,22405,VA ,US,2394599,1110510
67,526 La Sierra Lane,Elk River,55330,MN ,US,249226556,210724552
660,46 Alton Dr,Statesville,28625,NC ,US,243168173,42144753
,753 North Swanson Street,Goldsboro,27530,NC ,US,181674057,98625500
,49 Pleasant Street,Newport News,23601,VA ,US,146741649,1743711
636,79 St Margarets Street,Derby,67037,KS ,US,149465089,41355022
531,20 Lancaster Road,Cocoa,32927,FL ,US,160933861,2475876
,881 W. Vermont St,Laurel,20707,MD ,US,61182791,24729869
679,75 Bay Meadows Lane,Rockville,20850,MD ,US,112842700,340579
,494 Division Dr,Randallstown,21133,MD ,US,91795461,10335462
796,9322 Ivy Dr,Spartanburg,29301,SC ,US,241693395,132275739
,94 Plymouth Ave,Canonsburg,15317,PA ,US,122317433,65743589
,52 Cottage Lane,Maryville,37803,TN ,US,30773022,5501210
,59 NW. Randall Mill St,Pikesville,21208,MD ,US,65530022,58016544
567,678 S. Maiden St,New Port Richey,34653,FL ,US,186135807,100026913
,399 Green Avenue,Mechanicsburg,17050,PA ,US,242304069,50002768
228,9221 Gonzales Rd,Whitehall,18052,PA ,US,295356901,62036851
920,9919 East Columbia St,Tampa,33604,FL ,US,25048367,629598
137,8520 Airport St,Greensboro,27405,NC ,US,130026273,106992092
473,843 Berkshire Dr,Fort Myers,33905,FL ,US,52465718,24135372
,164 Foxrun St,Pottstown,19464,PA ,US,254101513,196388628
329,841 Bayberry Lane,Appleton,54911,WI ,US,6987231,2325096
962,147 Poplar St,New Windsor,12553,NY ,US,107305058,58881028
,7119 Alderwood Drive,New Kensington,15068,PA ,US,178219111,108316492
,894 Pine St,Butte,59701,MT ,US,174245714,132684904
656,689 High Noon Street,Casselberry,32707,FL ,US,288334290,24542509
217,3C Grant Street,Ringgold,30736,GA ,US,1446633,679357
724,9866 Boston St,Ocoee,34761,FL ,US,108825514,27762685
965,533 East Rosewood Street,Apple Valley,92307,CA ,US,61206685,28893517
,891 Baker Street,Bridgeton,08302,NJ ,US,246580306,7791068
315,974 Gulf Court,Ridgewood,07450,NJ ,US,266167635,182908368
243,48 Lincoln Ave,Oklahoma City,73112,OK ,US,117942553,69884786
545,12 West Lake Forest St,Davison,48423,MI ,US,181393204,8262590
,380 Harrison Ave,Passaic,07055,NJ ,US,3023782,828378
113,38 Blackburn Lane,Jackson,08527,NJ ,US,169592742,81808220
,109 Glen Eagles Dr,Milford,01757,MA ,US,226203326,138144372
,173 Bishop Dr,Galloway,43119,OH ,US,266579249,228649717
494,43 Dunbar Road,Fullerton,92831,CA ,US,220009519,26099950
,9310 Hanover Road,West Springfield,01089,MA ,US,37928948,7171205
335,35 South Primrose Street,Charlotte,28205,NC ,US,256018399,114069986
,34 Jennings St,Knoxville,37918,TN ,US,136278635,87893158
719,18 Westminster Rd,Patchogue,11772,NY ,US,54712121,44317456
,9017 SW. Smoky Hollow Lane,Cuyahoga Falls,44221,OH ,US,119499488,90354934
114,9324 Alderwood St,Burnsville,55337,MN ,US,64704084,23073041
115,9617 NW. Birchpond Dr,Chardon,44024,OH ,US,71373681,19611766
505,703 Homestead Ave,Yorktown,23693,VA ,US,291945109,190654165
90,32 Thompson Dr,Battle Creek,49015,MI ,US,57514096,45804520
,66 S. Golf Ave,Brockton,02301,MA ,US,190084289,6124904
385,8498 Sherman Lane,Vincentown,08088,NJ ,US,188602923,96560489
,106 Big Rock Cove Street,Evanston,60201,IL ,US,35400294,8772611
,7 West Plumb Branch St,Zionsville,46077,IN ,US,7870071,6880032
217,8030 North Sugar Court,Arlington,02474,MA ,US,114529654,60121269
578,593 Summer St,Oxon Hill,20745,MD ,US,218855279,91661469
,176 Cherry St,Colonial Heights,23834,VA ,US,140290781,87888057
,580 Essex St,Union,07083,NJ ,US,170386861,60894377
553,69 Swanson Street,Bloomington,47401,IN ,US,226568643,138669399
925,51 Lafayette St,Meadville,16335,PA ,US,199874716,124140501
3,7040 South Bay Street,Belleville,07109,NJ ,US,211050090,34366209
,9890 Foster St,Warner Robins,31088,GA ,US,253773459,164539224
813,9494 West Van Dyke St,Wyoming,49509,MI ,US,30281446,5675079
484,521 Williams Street,Port Chester,10573,NY ,US,79033508,60889044
23,575 E. Wrangler Dr,Dayton,45420,OH ,US,126135661,75167694
37,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
,7004 Saxton Rd,Morganton,28655,NC ,US,78512167,20421657
649,7163 Green Hill Dr,Hermitage,37076,TN ,US,87280612,16252719
,60 Whitemarsh Lane,Matthews,28104,NC ,US,90820227,67452819
,794 Princess Ave,West Des Moines,50265,IA ,US,209201233,183419055
289,18 S. Foster St,Asbury Park,07712,NJ ,US,125883660,78812693
706,7525 Virginia Ave,Sterling,20164,VA ,US,164532859,80048693
,7038 Cedarwood Dr,Rockford,49341,MI ,US,32657820,14991750
923,56 Schoolhouse Dr,Circle Pines,55014,MN ,US,60412261,33747302
694,7557 La Sierra St,Drexel Hill,19026,PA ,US,164648976,98853053
,98 Albany Street,Oak Creek,53154,WI ,US,185226436,49321478
734,947 Liberty Dr,Brighton,02135,MA ,US,21373876,7030512
592,7671 Morris Street,Attleboro,02703,MA ,US,18478470,6197892
547,8050 Kingston Lane,Charlotte,28205,NC ,US,246489821,9762989
62,9824 Sherman Ave,Stratford,06614,CT ,US,30608256,18165266
393,76 Bellevue Street,Phoenix,85021,AZ ,US,266655214,2847913
,9444 Franklin Drive,Ottawa,61350,IL ,US,84031490,58717242
515,8961 Jones St,Sioux City,51106,IA ,US,142239655,49149586
103,7869 Mill Pond Street,Emporia,66801,KS ,US,254472226,28997548
369,947 Liberty Dr,Brighton,02135,MA ,US,21373876,7030512
613,600 Fairway Dr,Shepherdsville,40165,KY ,US,189256461,116647538
160,7619 Bridge St,Cockeysville,21030,MD ,US,163086593,10336407
,78 W. Amherst Rd,Pickerington,43147,OH ,US,203937559,115803644
562,3A Sleepy Hollow Street,Plainfield,07060,NJ ,US,279992921,213205211
48,3 Ridgewood St,Plainfield,07060,NJ ,US,12475551,1126028
,78 Fawn St,Nashua,03060,NH ,US,135345809,77779388
121,8462 Sage St,Waukesha,53186,WI ,US,188466057,77246447
762,3 Vernon Drive,Largo,33771,FL ,US,118010968,64303260
707,673 Silver Spear St,Villa Rica,30180,GA ,US,46810642,41497836
702,518 East Magnolia St,Naples,34116,FL ,US,101175399,67163307
396,945 Lakewood Ave,Central Islip,11722,NY ,US,105608025,53744956
,9441 SW. Heritage Drive,West Springfield,01089,MA ,US,279308102,71819286
462,8650 E. Morris St,Centereach,11720,NY ,US,73574794,56588854
,999 West Thatcher St,North Ridgeville,44039,OH ,US,276296320,182830847
,7188 Elizabeth St,Minot,58701,ND ,US,233299710,164936295
979,6 Addison Lane,Ontario,91762,CA ,US,207480702,41236659
,482 Birchpond St,Romulus,48174,MI ,US,98369406,43028524
863,465 Lakeshore Lane,Tampa,33604,FL ,US,195691983,70854421
,16 Gartner Dr,Auburndale,33823,FL ,US,231717131,135601395
,853 East Bayport Ave,Plainview,11803,NY ,US,224446897,79274263
,861 Lakewood Court,Bolingbrook,60440,IL ,US,104244637,23976919
447,551 Main Street,Clifton,07011,NJ ,US,159234759,23884373
,99 Alton Circle,South Bend,46614,IN ,US,108463892,73419063
,4 East Edgewood Avenue,Garner,27529,NC ,US,156833058,130700906
535,7508 Mayfair St,Troy,12180,NY ,US,88905066,35108306
299,585 North Morris Drive,Palm Coast,32137,FL ,US,87220801,75012588
648,442 Trout Dr,Chandler,85224,AZ ,US,230905690,43864731
,13 W. Argyle Dr,Dacula,30019,GA ,US,69879012,62659329
447,73 Wentworth Street,Milwaukee,53204,WI ,US,205181359,180460817
,46 Windsor Road,Rosedale,11422,NY ,US,144570114,38977300
335,516 Silver Spear Ave,Atlantic City,08401,NJ ,US,173080673,148888551
277,9121 Ashley Ave,Parkville,21234,MD ,US,35787796,2778122
,723 Rose St,Austin,55912,MN ,US,251158263,169957792
,5 Glenholme Dr,Hialeah,33010,FL ,US,229684393,83195992
,243 Cross Drive,Asheboro,27205,NC ,US,198821901,58490880
999,527 Lafayette Lane,Oshkosh,54901,WI ,US,169260718,30045835
803,8321 Lafayette St,Howard Beach,11414,NY ,US,8269897,4703427
306,505 Edgefield Road,New City,10956,NY ,US,293787760,1724433
,13 North Walt Whitman Court,Bemidji,56601,MN ,US,54112795,39487929
,8545 Lakeshore Street,Staunton,24401,VA ,US,238138009,6156966
,942 Monroe Ave,Easley,29640,SC ,US,49852431,43129638
295,82 Wrangler St,Irvington,07111,NJ ,US,6334767,2347466
,313 High Ridge Court,Gallatin,37066,TN ,US,227090878,2478687
883,51 Golden Star Court,Woodstock,30188,GA ,US,219474544,189381883
,22 W. Lower River St,Hopewell,23860,VA ,US,141764084,125031967
902,639 Peninsula Ave,Louisville,40207,KY ,US,39136072,16840284
936,569 West Hilldale Lane,Ridgefield,06877,CT ,US,164489166,12751801
411,40 Lancaster St,Rahway,07065,NJ ,US,9841202,3921749
700,531 Queen Drive,Salem,01970,MA ,US,288965374,49005270
129,9429 Carriage Street,Torrington,06790,CT ,US,149662218,10931133
398,975 Pacific Lane,Webster,14580,NY ,US,224720723,144192013
,315 W. Rockville Circle,Lindenhurst,11757,NY ,US,261315869,26983225
33,9505 North Myrtle Lane,Elmhurst,11373,NY ,US,237901777,119780808
737,65 Homestead Street,Jackson Heights,11372,NY ,US,103361865,40908251
,11 4th Ave,Providence,02904,RI ,US,209069256,133727238
902,7416 Valley Farms St,Glen Burnie,21060,MD ,US,3669741,2320426
,640 Brandywine Drive,Allen Park,48101,MI ,US,109898192,60974224
817,492 Longbranch St,Elkridge,21075,MD ,US,62076249,42938396
588,9860 Talbot Court,Mchenry,60050,IL ,US,89852775,67139999
1000,40 Devon St,Stockbridge,30281,GA ,US,140153346,50150283
578,518 East Magnolia St,Naples,34116,FL ,US,101175399,67163307
470,9589 White Street,Chester,19013,PA ,US,57780887,40975653
,7 Howard Circle,Hanover,17331,PA ,US,222917724,3181422
,4 Berkshire Avenue,Lincoln,68506,NE ,US,257668971,127866530
64,9904 Buttonwood Drive,Palatine,60067,IL ,US,238802947,176408079
784,575 E. Wrangler Dr,Dayton,45420,OH ,US,126135661,75167694
703,24 Primrose Ave,Yuba City,95993,CA ,US,206488661,118977792
,629 Spruce Lane,Wayne,07470,NJ ,US,196029838,171408769
938,796 W. Greenview St,Manitowoc,54220,WI ,US,289777040,183510441
594,7418 N. Miller Dr,Mankato,56001,MN ,US,94026677,81551223
,513 Constitution Street,Bronx,10451,NY ,US,164423352,17445312
,63 Longfellow St,Southampton,18966,PA ,US,245068987,82900115
122,910 Linda St,Rock Hill,29730,SC ,US,168964115,135760868
512,315 Hill Field Avenue,Alliance,44601,OH ,US,72799399,25628258
,682 SW. Purple Finch St,Oshkosh,54901,WI ,US,291544088,25257455
120,8747 Ketch Harbour St,Newtown,18940,PA ,US,297843261,36681395
,8181 Orchard Court,Richardson,75080,TX ,US,58829118,13613630
820,9646 E. Central Drive,Ogden,84404,UT ,US,132970650,52738827
723,9512 Green Hill Ave,Billings,59101,MT ,US,190302160,153885058
872,646C Ocean St,Marcus Hook,19061,PA ,US,293769134,222186244
888,4 Jackson Drive,Troy,12180,NY ,US,242405410,17928639
,60 South Stonybrook St,Conway,29526,SC ,US,56446094,43825979
,309 Lees Creek St,Danbury,06810,CT ,US,94395060,17275066
668,534 E. Lakeshore Ave,Hagerstown,21740,MD ,US,56416007,34194893
,928 Oklahoma Rd,Helotes,78023,TX ,US,104837765,33794435
727,49 Eagle Court,Rosemount,55068,MN ,US,135904815,62970909
288,7561 Pennington Lane,San Lorenzo,94580,CA ,US,35053069,3786470
,682 Manchester Rd,Kaukauna,54130,WI ,US,275433274,215889046
,59 E. Ridgeview Rd,Ellicott City,21042,MD ,US,228356410,117222106
,652 Lakeshore Dr,Powell,37849,TN ,US,293138515,33929925
,9459 Winding Way Street,Elizabeth,07202,NJ ,US,260255646,117336436
862,214 Lincoln Court,Rockville Centre,11570,NY ,US,94474498,10977820
828,7283 Walnut Road,Westbury,11590,NY ,US,129224967,95527722
,33 SW. Arnold Court,Burbank,60459,IL ,US,210905452,48374038
716,2 Bohemia Court,Herndon,20170,VA ,US,109279980,82199079
883,365 Randall Mill Street,Hamden,06514,CT ,US,62795084,63496
547,7868 Taylor Drive,El Dorado,71730,AR ,US,39176238,2928878
137,4 Fordham Drive,Pittsburgh,15206,PA ,US,32723868,14343125
,486 W. Summit St,Sulphur,70663,LA ,US,203705692,105409356
221,883 Ashley Avenue,Statesville,28625,NC ,US,134606363,7208103
774,18 S. Foster St,Asbury Park,07712,NJ ,US,125883660,78812693
,7581 Piper Road,Sun Prairie,53590,WI ,US,3327270,1756655
30,269 Paris Hill Ave,Mocksville,27028,NC ,US,161196399,126310932
88,924 Richardson Street,Fairfield,06824,CT ,US,103949649,90346451
416,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
137,7254 Ridge Drive,Sioux Falls,57103,SD ,US,59834930,40116235
,46 Homestead Street,New Kensington,15068,PA ,US,99574286,39408519
410,9588 Van Dyke Street,Centreville,20120,VA ,US,57072826,13136550
,989 Lakewood Street,Beckley,25801,WV ,US,216758659,86116407
,8387 East Jennings Dr,De Pere,54115,WI ,US,214672131,72519280
,113 South Lafayette Avenue,Monsey,10952,NY ,US,196821434,52249289
656,91 Snake Hill St,Monroeville,15146,PA ,US,115608154,93968231
,127 Third Court,Bayside,11361,NY ,US,245116086,155010083
,9866 Wintergreen Circle,Charlottesville,22901,VA ,US,3428055,2365456
886,866 E. High Point St,Carrollton,30117,GA ,US,18735280,12074600
,57 Pacific St,Cartersville,30120,GA ,US,20046600,14238745
890,9949 Greystone Ave,Floral Park,11001,NY ,US,198509112,7315266
,197 Wilson Road,Norwich,06360,CT ,US,247065996,736776
19,962 Foxrun Rd,Willingboro,08046,NJ ,US,296408131,160943515
,3 E. Dogwood St,Pittsford,14534,NY ,US,65180850,21948021
344,466 Ridgewood Dr,Roanoke,24012,VA ,US,37698470,17592113
,8651 Sunnyslope Lane,San Jose,95127,CA ,US,202588216,101136626
52,7265 East Winding Way Lane,Ellicott City,21042,MD ,US,215919296,184599064
182,501 Hickory St,Joliet,60435,IL ,US,291630596,129732344
476,77 Roehampton St,Reynoldsburg,43068,OH ,US,270055982,169958730
49,34 San Pablo Drive,Braintree,02184,MA ,US,245743235,11512548
